1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,28,24,25,26,27,23,29,30,31,32,33,34,35,36,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,28,24,25,26,27,23,29,30,31,32,33,34,35,36,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,28,24,25,26,27,23,29,30,31,32,33,34,36,35,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,28,24,25,26,27,23,29,30,31,32,33,34,36,35,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,28,24,25,26,27,23,29,30,31,32,33,35,34,36,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,28,24,25,26,27,23,29,30,31,32,33,35,34,36,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,28,24,25,26,27,23,29,30,31,32,33,35,36,34,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,28,24,25,26,27,23,29,30,31,32,33,35,36,34,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,28,24,25,26,27,23,29,30,31,32,33,36,34,35,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,28,24,25,26,27,23,29,30,31,32,33,36,34,35,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,28,24,25,26,27,23,29,30,31,32,33,36,35,34,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,28,24,25,26,27,23,29,30,31,32,33,36,35,34,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36,35,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36,35,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,23,24,25,26,27,28,29,30,31,32,33,35,34,36,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,34,36,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,34,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,34,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,23,24,25,26,27,28,29,30,31,32,33,36,34,35,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,36,34,35,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,23,24,25,26,27,28,29,30,31,32,33,36,35,34,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,36,35,34,37,43,41,39,40,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,28,24,25,26,27,23,29,30,31,32,33,34,35,36,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,28,24,25,26,27,23,29,30,31,32,33,34,35,36,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,28,24,25,26,27,23,29,30,31,32,33,34,36,35,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,28,24,25,26,27,23,29,30,31,32,33,34,36,35,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,28,24,25,26,27,23,29,30,31,32,33,35,34,36,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,28,24,25,26,27,23,29,30,31,32,33,35,34,36,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,28,24,25,26,27,23,29,30,31,32,33,35,36,34,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,28,24,25,26,27,23,29,30,31,32,33,35,36,34,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,28,24,25,26,27,23,29,30,31,32,33,36,34,35,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,28,24,25,26,27,23,29,30,31,32,33,36,34,35,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,28,24,25,26,27,23,29,30,31,32,33,36,35,34,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,28,24,25,26,27,23,29,30,31,32,33,36,35,34,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36,35,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36,35,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,23,24,25,26,27,28,29,30,31,32,33,35,34,36,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,34,36,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,20,19,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,34,37,40,41,39,43,42,38
1,2,3,4,5,6,7,8,9,10,18,12,13,14,15,16,17,11,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,34,37,40,41,39,43,42,38
