1	1202099571464	1202099575301
1	1202113186355	1202113188553
1	1202125562510	1202125579938
1	1202125581874	1202125586749
1	1202125587293	1202125593414
1	1202125599941	1202125607382
1	1202125615974	1202125623149
1	1202125623719	1202125627835
1	1202125631837	1202125638357
1	1202125643915	1202125646428
1	1202125647253	1202125649560
1	1202125650660	1202125656957
1	1202125657995	1202125662755
1	1202125726949	1202125730415
1	1202125861111	1202125863721
1	1202125865165	1202125866475
1	1202125877267	1202125879950
1	1202125882688	1202125885704
1	1202125894439	1202125896303
1	1202125905458	1202125905569
1	1202125907801	1202125910329
1	1202125915124	1202125917702
1	1202125938725	1202125942293
1	1202125952655	1202125959802
1	1202125985899	1202125990615
1	1202125991162	1202125996926
1	1202125997691	1202126002171
1	1202126003269	1202126005397
1	1202126005799	1202126008703
1	1202126047630	1202126054630
1	1202126067160	1202126071299
1	1202126077465	1202126080757
1	1202126092177	1202126094580
1	1202126101807	1202126104240
1	1202126104820	1202126107121
1	1202126109628	1202126111794
1	1202126112577	1202126114795
1	1202126214400	1202126216477
1	1202126228348	1202126230554
1	1202126272512	1202126274730
1	1202126276848	1202126279665
1	1202126320942	1202126323502
1	1202126377785	1202126380220
1	1202126439403	1202126444590
1	1202126466732	1202126471128
1	1202126472227	1202126485353
1	1202126494987	1202126497794
1	1202126501527	1202126505423
1	1202126508878	1202126513552
1	1202126547284	1202126550437
1	1202126551459	1202126552880
1	1202126555729	1202126558421
1	1202126590382	1202126594220
1	1202126595731	1202126597957
1	1202126599138	1202126603935
1	1202126612135	1202126621437
1	1202126681544	1202126686654
1	1202132452260	1202132458110
1	1202132460636	1202132461914
1	1202132467649	1202132470317
1	1202132491608	1202132494135
1	1202132494761	1202132497417
1	1202132498805	1202132501517
1	1202132510775	1202132512157
1	1202132512807	1202132516653
1	1202132567754	1202132578503
1	1202132582496	1202132593674
1	1202132593914	1202132596762
1	1202132597424	1202132601262
1	1202132610900	1202132614593
1	1202132617767	1202132620666
1	1202132622354	1202132625156
1	1202132633880	1202132635599
1	1202132648182	1202132650266
1	1202132658532	1202132662401
1	1202132667898	1202132670963
1	1202132686432	1202132690637
1	1202132695148	1202132697957
1	1202132720408	1202132724357
1	1202132742635	1202132745128
1	1202132745266	1202132747984
1	1202132749773	1202132751981
1	1202132753674	1202132755699
1	1202132756945	1202132759333
1	1202132789421	1202132794149
1	1202132795788	1202132798196
1	1202132800142	1202132802672
1	1202132803776	1202132806747
1	1202132809526	1202132811692
1	1202132818743	1202132826258
1	1202132826548	1202132835314
1	1202132851354	1202132856224
1	1202132856778	1202132860711
1	1202132877954	1202132884936
1	1202132885213	1202132890693
1	1202132890849	1202132893228
1	1202132897215	1202132898479
1	1202132902454	1202132903771
1	1202132916513	1202132918481
1	1202132925998	1202132929569
1	1202132933312	1202132937391
1	1202133027283	1202133028523
1	1202133077706	1202133084572
1	1202133106233	1202133112357
1	1202133115220	1202133117788
1	1202133120338	1202133123619
1	1202133130785	1202133133460
1	1202133134641	1202133136163
1	1202133177891	1202133179124
1	1202133182390	1202133190215
1	1202133253265	1202133255614
1	1202133268641	1202133280114
1	1202133381577	1202133382782
1	1202133385213	1202133388246
1	1202133494809	1202133497851
1	1202133519124	1202133521294
1	1202133522554	1202133528224
1	1202133613946	1202133616147
1	1202133647379	1202133658342
1	1202133659341	1202133661622
1	1202133803987	1202133805200
1	1202133990566	1202133991744
1	1202134043461	1202134045587
1	1202134046155	1202134048947
1	1202134072494	1202134074868
1	1202134075530	1202134077833
1	1202134207134	1202134211911
1	1202134248567	1202134257903
1	1202134262662	1202134265836
1	1202134341984	1202134344107
1	1202134344619	1202134347442
1	1202134350809	1202134353894
1	1202134358928	1202134364438
1	1202134411393	1202134416690
