        mark         | zone | number | state | level | source  |    info    
---------------------+------+--------+-------+-------+---------+------------
 2004-07-18 00:12:35 | S    |     79 |     1 |   117 | ArgusMS | inhabitant
 2004-07-18 00:38:36 | S    |     79 |     1 |   118 | ArgusMS | inhabitant
 2004-07-18 00:54:28 | S    |     79 |     1 |   114 | ArgusMS | inhabitant
 2004-07-18 01:03:20 | S    |     79 |     1 |   118 | ArgusMS | inhabitant
 2004-07-18 01:03:20 | S    |     79 |     1 |   114 | ArgusMS | inhabitant
 2004-07-18 01:58:22 | S    |     79 |     1 |   116 | ArgusMS | inhabitant
 2004-07-18 01:58:32 | S    |     79 |     1 |   112 | ArgusMS | inhabitant
 2004-07-18 02:15:02 | S    |     79 |     1 |   112 | ArgusMS | inhabitant
 2004-07-18 02:17:46 | a    |     10 |     1 |   100 | X10     | inhabitant
 2004-07-18 02:17:56 | S    |     79 |     1 |   114 | ArgusMS | inhabitant
 2004-07-18 02:18:01 | V    |     20 |     1 |   100 | ArgusD  | inhabitant
 2004-07-18 02:18:03 | V    |     20 |     0 |     0 | ArgusD  | inhabitant
 2004-07-18 02:18:04 | V    |     20 |     1 |   100 | ArgusD  | inhabitant
 2004-07-18 02:18:05 | V    |     20 |     0 |     0 | ArgusD  | inhabitant
 2004-07-18 02:18:05 | V    |     19 |     1 |   100 | ArgusD  | inhabitant
 2004-07-18 02:18:07 | V    |     17 |     1 |   100 | ArgusD  | inhabitant
 2004-07-18 02:18:07 | V    |     20 |     1 |   100 | ArgusD  | inhabitant
 2004-07-18 02:18:07 | V    |     18 |     1 |   100 | ArgusD  | inhabitant
 2004-07-18 02:18:07 | V    |     18 |     0 |     0 | ArgusD  | inhabitant
 2004-07-18 02:18:07 | V    |     19 |     0 |     0 | ArgusD  | inhabitant
 2004-07-18 02:18:09 | V    |     20 |     0 |     0 | ArgusD  | inhabitant
 2004-07-18 02:18:09 | V    |     12 |     1 |   100 | ArgusD  | inhabitant
 2004-07-18 02:18:10 | V    |     18 |     1 |   100 | ArgusD  | inhabitant
 2004-07-18 02:18:10 | V    |     20 |     1 |   100 | ArgusD  | inhabitant
 2004-07-18 02:18:11 | V    |     13 |     1 |   100 | ArgusD  | inhabitant
 2004-07-18 02:18:11 | V    |     18 |     0 |     0 | ArgusD  | inhabitant
