        mark         | zone | number | state | level | source  |    info    
---------------------+------+--------+-------+-------+---------+------------
 2004-07-13 00:00:00 | S    |     77 |     1 |    15 | ArgusMS | inhabitant
 2004-07-13 00:00:00 | S    |     83 |     1 |    10 | ArgusMS | inhabitant
 2004-07-13 00:00:00 | V    |      2 |     0 |     0 | ArgusD  | inhabitant
 2004-07-13 00:00:01 | S    |     79 |     1 |   108 | ArgusMS | inhabitant
 2004-07-13 00:00:01 | S    |     83 |     1 |    14 | ArgusMS | inhabitant
 2004-07-13 00:00:02 | V    |      2 |     1 |   100 | ArgusD  | inhabitant
 2004-07-13 00:00:02 | S    |     77 |     1 |    15 | ArgusMS | inhabitant
 2004-07-13 00:00:02 | V    |      2 |     0 |     0 | ArgusD  | inhabitant
 2004-07-13 00:00:03 | S    |     19 |     1 |   254 | ArgusMS | inhabitant
 2004-07-13 00:00:03 | S    |     77 |     1 |    20 | ArgusMS | inhabitant
 2004-07-13 00:00:04 | S    |     13 |     1 |    12 | ArgusMS | inhabitant
 2004-07-13 00:00:04 | S    |     13 |     1 |     7 | ArgusMS | inhabitant
 2004-07-13 00:00:04 | S    |     83 |     1 |    10 | ArgusMS | inhabitant
 2004-07-13 00:00:07 | S    |     83 |     1 |    16 | ArgusMS | inhabitant
 2004-07-13 00:00:08 | S    |     77 |     1 |    16 | ArgusMS | inhabitant
 2004-07-13 00:00:08 | S    |     79 |     1 |   107 | ArgusMS | inhabitant
 2004-07-13 00:00:09 | S    |     77 |     1 |    15 | ArgusMS | inhabitant
 2004-07-13 00:00:09 | S    |     79 |     1 |   114 | ArgusMS | inhabitant
 2004-07-13 00:00:09 | S    |     79 |     1 |   109 | ArgusMS | inhabitant
 2004-07-13 00:00:09 | S    |     83 |     1 |    11 | ArgusMS | inhabitant
 2004-07-13 00:00:10 | S    |     83 |     1 |    15 | ArgusMS | inhabitant
 2004-07-13 00:00:10 | S    |     77 |     1 |    20 | ArgusMS | inhabitant
 2004-07-13 00:00:10 | S    |     79 |     1 |   113 | ArgusMS | inhabitant
 2004-07-13 00:00:10 | S    |     83 |     1 |    10 | ArgusMS | inhabitant
 2004-07-13 00:00:10 | S    |     77 |     1 |    14 | ArgusMS | inhabitant
 2004-07-13 00:00:10 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2004-07-13 00:00:11 | S    |     77 |     1 |    22 | ArgusMS | inhabitant
 2004-07-13 00:00:11 | S    |     83 |     1 |    16 | ArgusMS | inhabitant
 2004-07-13 00:00:11 | S    |     77 |     1 |    17 | ArgusMS | inhabitant
 2004-07-13 00:00:11 | S    |     79 |     1 |   112 | ArgusMS | inhabitant
 2004-07-13 00:00:12 | S    |     79 |     1 |   108 | ArgusMS | inhabitant
 2004-07-13 00:00:12 | S    |     83 |     1 |    11 | ArgusMS | inhabitant
 2004-07-13 00:00:13 | S    |     77 |     1 |    16 | ArgusMS | inhabitant
 2004-07-13 00:00:13 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2004-07-13 00:00:14 | S    |     83 |     1 |    15 | ArgusMS | inhabitant
 2004-07-13 00:00:15 | S    |     77 |     1 |    16 | ArgusMS | inhabitant
 2004-07-13 00:00:15 | S    |     83 |     1 |    10 | ArgusMS | inhabitant
 2004-07-13 00:00:15 | S    |     83 |     1 |    15 | ArgusMS | inhabitant
