        mark         | zone | number | state | level | source  |    info    
---------------------+------+--------+-------+-------+---------+------------
 2004-07-24 00:00:01 | S    |     79 |     1 |   113 | ArgusMS | inhabitant
 2004-07-24 00:00:03 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:00:04 | S    |     79 |     1 |   115 | ArgusMS | inhabitant
 2004-07-24 00:00:06 | S    |     77 |     1 |    17 | ArgusMS | inhabitant
 2004-07-24 00:00:06 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:00:08 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-24 00:00:09 | S    |     79 |     1 |   113 | ArgusMS | inhabitant
 2004-07-24 00:00:10 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:00:11 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-24 00:00:11 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:00:11 | S    |     79 |     1 |   109 | ArgusMS | inhabitant
 2004-07-24 00:00:12 | S    |     79 |     1 |   114 | ArgusMS | inhabitant
 2004-07-24 00:00:13 | S    |     77 |     1 |    17 | ArgusMS | inhabitant
 2004-07-24 00:00:13 | S    |     79 |     1 |   110 | ArgusMS | inhabitant
 2004-07-24 00:00:17 | S    |     77 |     1 |    15 | ArgusMS | inhabitant
 2004-07-24 00:00:21 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2004-07-24 00:00:21 | S    |     77 |     1 |    11 | ArgusMS | inhabitant
 2004-07-24 00:00:23 | S    |     77 |     1 |    17 | ArgusMS | inhabitant
 2004-07-24 00:00:25 | S    |     79 |     1 |   109 | ArgusMS | inhabitant
 2004-07-24 00:00:26 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:00:27 | S    |     77 |     1 |    17 | ArgusMS | inhabitant
 2004-07-24 00:00:33 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2004-07-24 00:00:33 | S    |     79 |     1 |   109 | ArgusMS | inhabitant
 2004-07-24 00:00:37 | S    |     79 |     1 |   113 | ArgusMS | inhabitant
 2004-07-24 00:00:38 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:00:40 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-24 00:00:40 | S    |     79 |     1 |   114 | ArgusMS | inhabitant
 2004-07-24 00:00:41 | S    |     79 |     1 |   110 | ArgusMS | inhabitant
 2004-07-24 00:00:41 | S    |     77 |     1 |    11 | ArgusMS | inhabitant
 2004-07-24 00:00:42 | S    |     77 |     1 |    15 | ArgusMS | inhabitant
 2004-07-24 00:00:43 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-24 00:00:43 | S    |     77 |     1 |    14 | ArgusMS | inhabitant
 2004-07-24 00:00:43 | S    |     79 |     1 |   113 | ArgusMS | inhabitant
 2004-07-24 00:00:44 | S    |     77 |     1 |    13 | ArgusMS | inhabitant
 2004-07-24 00:00:45 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2004-07-24 00:00:46 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:00:46 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-24 00:00:47 | S    |     79 |     1 |   114 | ArgusMS | inhabitant
 2004-07-24 00:00:48 | S    |     77 |     1 |    15 | ArgusMS | inhabitant
 2004-07-24 00:00:49 | S    |     79 |     1 |   109 | ArgusMS | inhabitant
 2004-07-24 00:00:49 | S    |     79 |     1 |   113 | ArgusMS | inhabitant
 2004-07-24 00:00:50 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2004-07-24 00:00:51 | S    |     79 |     1 |   113 | ArgusMS | inhabitant
 2004-07-24 00:00:53 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-24 00:00:53 | S    |     77 |     1 |    14 | ArgusMS | inhabitant
 2004-07-24 00:00:55 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:00:56 | S    |     77 |     1 |    16 | ArgusMS | inhabitant
 2004-07-24 00:00:58 | S    |     77 |     1 |    11 | ArgusMS | inhabitant
 2004-07-24 00:00:59 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2004-07-24 00:01:02 | S    |     77 |     1 |    14 | ArgusMS | inhabitant
 2004-07-24 00:01:03 | S    |     77 |     1 |    17 | ArgusMS | inhabitant
 2004-07-24 00:01:04 | S    |     79 |     1 |   109 | ArgusMS | inhabitant
 2004-07-24 00:01:07 | S    |     77 |     1 |    14 | ArgusMS | inhabitant
 2004-07-24 00:01:07 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-24 00:01:08 | S    |     77 |     1 |    11 | ArgusMS | inhabitant
 2004-07-24 00:01:09 | S    |     77 |     1 |    17 | ArgusMS | inhabitant
 2004-07-24 00:01:10 | S    |     77 |     1 |    15 | ArgusMS | inhabitant
 2004-07-24 00:01:13 | S    |     77 |     1 |    16 | ArgusMS | inhabitant
 2004-07-24 00:01:15 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:01:15 | S    |     79 |     1 |   109 | ArgusMS | inhabitant
 2004-07-24 00:01:16 | S    |     77 |     1 |    17 | ArgusMS | inhabitant
 2004-07-24 00:01:16 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:01:20 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:01:21 | S    |     77 |     1 |    17 | ArgusMS | inhabitant
 2004-07-24 00:01:22 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:01:22 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-24 00:01:26 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-24 00:01:27 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:01:27 | S    |     77 |     1 |    16 | ArgusMS | inhabitant
 2004-07-24 00:01:27 | S    |     79 |     1 |   114 | ArgusMS | inhabitant
 2004-07-24 00:01:29 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2004-07-24 00:01:34 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-24 00:01:35 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:01:36 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2004-07-24 00:01:37 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:01:37 | S    |     77 |     1 |    17 | ArgusMS | inhabitant
 2004-07-24 00:01:38 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:01:39 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-24 00:01:40 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-24 00:01:41 | S    |     79 |     1 |   115 | ArgusMS | inhabitant
