        mark         | zone | number | state | level | source  |    info    
---------------------+------+--------+-------+-------+---------+------------
 2004-07-25 00:00:00 | S    |     77 |     1 |    16 | ArgusMS | inhabitant
 2004-07-25 00:00:00 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-25 00:00:01 | S    |     77 |     1 |    17 | ArgusMS | inhabitant
 2004-07-25 00:00:02 | S    |     77 |     1 |    13 | ArgusMS | inhabitant
 2004-07-25 00:00:05 | S    |     77 |     1 |    13 | ArgusMS | inhabitant
 2004-07-25 00:00:05 | S    |     79 |     1 |   109 | ArgusMS | inhabitant
 2004-07-25 00:00:06 | S    |     79 |     1 |   113 | ArgusMS | inhabitant
 2004-07-25 00:00:06 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-25 00:00:07 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-25 00:00:10 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2004-07-25 00:00:16 | S    |     79 |     1 |   109 | ArgusMS | inhabitant
 2004-07-25 00:00:17 | S    |     79 |     1 |   114 | ArgusMS | inhabitant
 2004-07-25 00:00:18 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2004-07-25 00:00:18 | S    |     79 |     1 |   109 | ArgusMS | inhabitant
 2004-07-25 00:00:18 | S    |     79 |     1 |   113 | ArgusMS | inhabitant
 2004-07-25 00:00:19 | S    |     77 |     1 |    11 | ArgusMS | inhabitant
 2004-07-25 00:00:20 | S    |     77 |     1 |    15 | ArgusMS | inhabitant
 2004-07-25 00:00:24 | S    |     79 |     1 |   109 | ArgusMS | inhabitant
 2004-07-25 00:00:25 | S    |     77 |     1 |    17 | ArgusMS | inhabitant
 2004-07-25 00:00:25 | S    |     77 |     1 |    13 | ArgusMS | inhabitant
 2004-07-25 00:00:26 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2004-07-25 00:00:27 | S    |     77 |     1 |    13 | ArgusMS | inhabitant
 2004-07-25 00:00:28 | S    |     79 |     1 |   113 | ArgusMS | inhabitant
 2004-07-25 00:00:29 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-25 00:00:31 | S    |     79 |     1 |   113 | ArgusMS | inhabitant
 2004-07-25 00:00:32 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2004-07-25 00:00:32 | S    |     79 |     1 |   109 | ArgusMS | inhabitant
 2004-07-25 00:00:32 | S    |     77 |     1 |    14 | ArgusMS | inhabitant
