        mark         | zone | number | state | level | source  |    info    
---------------------+------+--------+-------+-------+---------+------------
 2004-07-22 01:06:07 | S    |     79 |     1 |   116 | ArgusMS | inhabitant
 2004-07-22 01:06:08 | S    |     79 |     1 |   112 | ArgusMS | inhabitant
 2004-07-22 01:18:45 | S    |     79 |     1 |   114 | ArgusMS | inhabitant
 2004-07-22 01:33:28 | V    |     34 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:33:31 | V    |     34 |     0 |     0 | ArgusD  | inhabitant
 2004-07-22 01:33:33 | V    |     34 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:33:34 | V    |     34 |     0 |     0 | ArgusD  | inhabitant
 2004-07-22 01:33:34 | V    |     29 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:33:34 | V    |     29 |     0 |     0 | ArgusD  | inhabitant
 2004-07-22 01:33:36 | V    |     34 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:33:36 | V    |     29 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:33:36 | V    |     29 |     0 |     0 | ArgusD  | inhabitant
 2004-07-22 01:33:37 | V    |     34 |     0 |     0 | ArgusD  | inhabitant
 2004-07-22 01:33:38 | V    |     29 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:33:39 | V    |     34 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:33:40 | V    |     29 |     0 |     0 | ArgusD  | inhabitant
 2004-07-22 01:33:41 | V    |     34 |     0 |     0 | ArgusD  | inhabitant
 2004-07-22 01:33:43 | V    |     34 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:33:43 | V    |     34 |     0 |     0 | ArgusD  | inhabitant
 2004-07-22 01:33:45 | V    |     34 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:33:45 | V    |     34 |     0 |     0 | ArgusD  | inhabitant
 2004-07-22 01:33:47 | V    |     35 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:33:48 | V    |     30 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:33:49 | V    |     35 |     0 |     0 | ArgusD  | inhabitant
 2004-07-22 01:33:49 | V    |     25 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:33:51 | V    |     30 |     0 |     0 | ArgusD  | inhabitant
 2004-07-22 01:33:52 | V    |     20 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:33:52 | V    |     25 |     0 |     0 | ArgusD  | inhabitant
 2004-07-22 01:33:53 | V    |     19 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:33:54 | V    |     19 |     0 |     0 | ArgusD  | inhabitant
 2004-07-22 01:33:54 | V    |     20 |     0 |     0 | ArgusD  | inhabitant
 2004-07-22 01:33:59 | V    |     19 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:34:00 | V    |     17 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:34:02 | V    |     12 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:34:02 | V    |     18 |     1 |   100 | ArgusD  | inhabitant
 2004-07-22 01:34:02 | V    |     18 |     0 |     0 | ArgusD  | inhabitant
 2004-07-22 01:34:02 | V    |     19 |     0 |     0 | ArgusD  | inhabitant
 2004-07-22 01:34:02 | V    |      7 |     1 |   100 | ArgusD  | inhabitant
