        mark         | zone | number | state | level | source  |    info    
---------------------+------+--------+-------+-------+---------+------------
 2004-07-17 00:00:00 | S    |     18 |     1 |   131 | ArgusMS | inhabitant
 2004-07-17 00:00:00 | S    |     77 |     1 |    11 | ArgusMS | inhabitant
 2004-07-17 00:00:00 | S    |     17 |     1 |    27 | ArgusMS | inhabitant
 2004-07-17 00:00:00 | S    |     77 |     1 |    15 | ArgusMS | inhabitant
 2004-07-17 00:00:01 | S    |     17 |     1 |    46 | ArgusMS | inhabitant
 2004-07-17 00:00:01 | S    |     17 |     1 |    33 | ArgusMS | inhabitant
 2004-07-17 00:00:01 | S    |     77 |     1 |    11 | ArgusMS | inhabitant
 2004-07-17 00:00:01 | S    |     17 |     1 |    42 | ArgusMS | inhabitant
 2004-07-17 00:00:02 | S    |     77 |     1 |    17 | ArgusMS | inhabitant
 2004-07-17 00:00:02 | S    |     17 |     1 |    46 | ArgusMS | inhabitant
 2004-07-17 00:00:03 | S    |     17 |     1 |    31 | ArgusMS | inhabitant
 2004-07-17 00:00:03 | S    |     77 |     1 |    17 | ArgusMS | inhabitant
 2004-07-17 00:00:03 | S    |     17 |     1 |    40 | ArgusMS | inhabitant
 2004-07-17 00:00:04 | S    |     17 |     1 |    33 | ArgusMS | inhabitant
 2004-07-17 00:00:04 | S    |     77 |     1 |    14 | ArgusMS | inhabitant
 2004-07-17 00:00:04 | S    |     17 |     1 |    43 | ArgusMS | inhabitant
 2004-07-17 00:00:04 | S    |     17 |     1 |    33 | ArgusMS | inhabitant
 2004-07-17 00:00:05 | S    |     77 |     1 |    13 | ArgusMS | inhabitant
 2004-07-17 00:00:05 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2004-07-17 00:00:06 | S    |     77 |     1 |    14 | ArgusMS | inhabitant
 2004-07-17 00:00:07 | S    |     17 |     1 |    44 | ArgusMS | inhabitant
 2004-07-17 00:00:07 | S    |     17 |     1 |    40 | ArgusMS | inhabitant
 2004-07-17 00:00:08 | S    |     17 |     1 |    25 | ArgusMS | inhabitant
 2004-07-17 00:00:08 | S    |     17 |     1 |    38 | ArgusMS | inhabitant
 2004-07-17 00:00:09 | S    |     17 |     1 |    42 | ArgusMS | inhabitant
 2004-07-17 00:00:09 | S    |     77 |     1 |    15 | ArgusMS | inhabitant
 2004-07-17 00:00:10 | S    |     17 |     1 |    46 | ArgusMS | inhabitant
 2004-07-17 00:00:10 | S    |     17 |     1 |    38 | ArgusMS | inhabitant
 2004-07-17 00:00:11 | S    |     77 |     1 |    16 | ArgusMS | inhabitant
 2004-07-17 00:00:11 | S    |     17 |     1 |    45 | ArgusMS | inhabitant
 2004-07-17 00:00:11 | S    |     17 |     1 |    37 | ArgusMS | inhabitant
