        mark         | zone | number | state | level | source  |    info    
---------------------+------+--------+-------+-------+---------+------------
 2004-07-20 00:00:03 | S    |     77 |     1 |    16 | ArgusMS | inhabitant
 2004-07-20 00:00:06 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-20 00:00:06 | S    |     77 |     1 |    15 | ArgusMS | inhabitant
 2004-07-20 00:00:08 | S    |     79 |     1 |   110 | ArgusMS | inhabitant
 2004-07-20 00:00:09 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-20 00:00:10 | S    |     77 |     1 |    17 | ArgusMS | inhabitant
 2004-07-20 00:00:10 | S    |     77 |     1 |    13 | ArgusMS | inhabitant
 2004-07-20 00:00:12 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-20 00:00:14 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-20 00:00:14 | S    |     77 |     1 |    15 | ArgusMS | inhabitant
 2004-07-20 00:00:20 | S    |     79 |     1 |   115 | ArgusMS | inhabitant
 2004-07-20 00:00:21 | S    |     79 |     1 |   111 | ArgusMS | inhabitant
 2004-07-20 00:00:22 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-20 00:00:25 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-20 00:00:28 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2004-07-20 00:00:29 | S    |     79 |     1 |   111 | ArgusMS | inhabitant
 2004-07-20 00:00:30 | S    |     79 |     1 |   115 | ArgusMS | inhabitant
 2004-07-20 00:00:32 | S    |     77 |     1 |    18 | ArgusMS | inhabitant
 2004-07-20 00:00:32 | S    |     77 |     1 |    13 | ArgusMS | inhabitant
 2004-07-20 00:00:33 | S    |     79 |     1 |   110 | ArgusMS | inhabitant
 2004-07-20 00:00:34 | S    |     77 |     1 |    13 | ArgusMS | inhabitant
 2004-07-20 00:00:36 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-20 00:00:37 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-20 00:00:41 | S    |     79 |     1 |   111 | ArgusMS | inhabitant
 2004-07-20 00:00:42 | S    |     79 |     1 |   115 | ArgusMS | inhabitant
 2004-07-20 00:00:43 | S    |     77 |     1 |    19 | ArgusMS | inhabitant
 2004-07-20 00:00:44 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
 2004-07-20 00:00:44 | S    |     79 |     1 |   110 | ArgusMS | inhabitant
 2004-07-20 00:00:44 | S    |     77 |     1 |    16 | ArgusMS | inhabitant
 2004-07-20 00:00:45 | S    |     79 |     1 |   115 | ArgusMS | inhabitant
 2004-07-20 00:00:46 | S    |     77 |     1 |    12 | ArgusMS | inhabitant
