1	1200562642733	1200562644774
1	1200578137921	1200578140870
1	1200578150682	1200578153234
1	1200580413892	1200580415951
1	1200580482496	1200580484861
1	1200580894201	1200580896582
1	1200585367600	1200585370198
1	1200599305524	1200599307431
1	1200599318965	1200599322654
1	1200599324548	1200599327624
1	1200599404853	1200599406774
1	1200600015905	1200600018301
1	1200600024718	1200600029184
1	1200600032173	1200600034472
1	1200600098466	1200600100732
1	1200600108136	1200600110632
1	1200601958217	1200601961429
1	1200602074487	1200602078102
1	1200602433873	1200602437848
1	1200602479468	1200602483485
1	1200604679227	1200604682723
2	1200557980587	1200557982608
2	1200558053433	1200558055527
2	1200558085720	1200558088421
2	1200558096197	1200558098646
2	1200558129218	1200558130510
2	1200558136284	1200558137342
2	1200559585428	1200559587853
2	1200559601262	1200559603590
2	1200559699211	1200559704710
2	1200559705574	1200559710184
2	1200559831557	1200559833783
2	1200559849982	1200559852992
2	1200565437696	1200565441325
2	1200572760516	1200572761731
2	1200573381275	1200573383251
2	1200573773785	1200573776358
2	1200573779995	1200573782771
2	1200573787563	1200573791439
2	1200573792890	1200573794986
2	1200573947116	1200573949401
2	1200578771694	1200578773956
2	1200578784815	1200578787351
2	1200580304136	1200580306463
2	1200580311319	1200580315713
2	1200580320625	1200580322803
2	1200580410182	1200580414142
2	1200580473134	1200580480500
2	1200580492575	1200580497691
2	1200580501928	1200580505548
2	1200580722121	1200580726457
2	1200580792539	1200580795198
2	1200580837704	1200580839902
2	1200580854861	1200580857677
2	1200580865130	1200580866425
2	1200580866997	1200580869995
2	1200580876267	1200580880257
2	1200580919232	1200580923299
2	1200580932587	1200580936812
2	1200599288398	1200599289583
2	1200599290949	1200599293524
2	1200599302410	1200599306420
2	1200599409695	1200599413802
2	1200599510875	1200599513320
2	1200600023273	1200600025250
2	1200600103432	1200600107180
2	1200600122579	1200600125583
2	1200600140760	1200600143370
2	1200600145260	1200600147780
2	1200600172464	1200600173762
2	1200600176235	1200600178469
2	1200600178810	1200600182516
2	1200600229984	1200600233715
2	1200600341264	1200600343249
2	1200601863657	1200601873992
2	1200601949583	1200601951266
2	1200601992565	1200601994838
2	1200602012205	1200602016227
2	1200602022943	1200602024881
2	1200602076828	1200602079775
2	1200602107513	1200602109658
